date,permno,permco,shrcd,ret,vol,shrout,prc,navm,dscnt
2006-12-31,79561.0,29925.0,14.0,0.0130576714873314,7145.0,15507.0,14.5900001525879,,
2007-01-31,79646.0,29947.0,14.0,0.00768613955006003,6442.0,15507.0,14.6400003433228,14.93,0.0346205059920106
2007-02-28,79671.0,29954.0,14.0,0.00725048361346126,6108.0,15483.0,14.6999998092651,15.12,0.0453258114563506
2007-03-31,79765.0,29972.0,14.0,0.006962807849049565,6638.5,15483.0,14.8400001525879,,
2007-04-30,79769.0,29981.0,14.0,0.0116455461829901,5722.0,15483.0,14.8100004196167,15.03,0.0315712496047503
2007-05-31,79912.0,30016.0,14.0,-0.000882275198819116,7056.0,15919.0,14.8500003814697,14.96,0.0300746303547125
2007-06-30,79914.0,30016.0,14.0,-0.0253415498882532,7027.0,15986.0,14.210000038147,,
2007-07-31,79922.0,30041.0,14.0,-0.0259882099926472,7052.0,15986.0,13.8800001144409,14.73,0.0653506097864991
2007-08-31,80081.0,30043.0,14.0,-0.00403924845159054,9589.0,16254.0,13.7700004577637,14.48,0.0623339568971569
2007-09-30,80081.0,30050.0,14.0,0.0133259175345302,5524.5,15986.0,13.8699998855591,,
2007-10-31,80081.0,30047.0,14.0,-0.0104369167238474,6918.0,16088.0,13.6499996185303,14.89,0.09471136347383005
2007-11-30,80096.0,30053.0,14.0,-0.0301482770591974,8017.0,16254.0,13.1999998092651,14.76,0.109107293558078
2007-12-31,80096.0,30071.0,14.0,0.00458115199580789,11266.0,16254.0,13.1300001144409,14.55,0.104627804976834
2008-01-31,80096.0,30071.0,14.0,0.0354633927345276,9015.0,16254.0,13.6899995803833,14.52,0.0689415121476962
2008-02-29,80096.0,30071.0,14.0,-0.04507207311689855,7589.0,16270.0,12.7799997329712,13.35,0.0608317743984532
2008-03-31,80200.0,30071.0,14.0,-0.00371236214414239,7429.0,16254.0,13.0,13.85,0.0829817185757365
2008-04-30,80198.0,30071.0,14.0,0.035166155546903596,6366.0,16171.0,13.2299995422363,14.11,0.0739725713860498
2008-05-31,80196.0,30071.0,14.0,0.0155869303271174,6044.0,16208.0,13.4099998474121,,
2008-06-30,80196.0,30071.0,14.0,-0.048970894888043404,6405.0,16208.0,12.7399997711182,13.76,0.0854870964945193
2008-07-31,80196.0,30071.0,14.0,-0.0171560849994421,6935.5,16208.0,12.6099996566772,13.65,0.0913312870651576
2008-08-31,80200.0,30071.0,14.0,0.00276419054716825,5178.0,16208.0,12.5,,
2008-09-30,80200.0,30071.0,14.0,-0.160999968647957,10286.0,16208.0,10.4099998474121,12.56,0.190615838573825
2008-10-31,80206.0,30084.0,14.0,-0.0783509612083435,14565.0,16088.0,9.69999980926514,10.78,0.127806530097606
2008-11-30,80200.0,30071.0,14.0,-0.100597627460957,8547.0,16088.0,8.69999980926514,,
2008-12-31,80206.0,30084.0,14.0,0.0482631549239159,14669.0,15908.0,8.690000057220459,10.3,0.151666641235352
2009-01-31,80384.0,30252.0,14.0,0.104347832500935,8903.0,15986.0,9.57999992370605,,
2009-02-28,80384.0,30256.0,14.0,-0.0541298016905785,7758.0,16038.0,8.94999980926514,,
2009-03-31,80401.0,30262.0,14.0,0.0176471080631018,9340.0,16038.0,9.0600004196167,10.515,0.119162674687335
2009-04-30,80421.0,30262.0,14.0,0.0891071707010269,7049.0,16038.0,9.97999954223633,11.06,0.0932090622131104
2009-05-31,80421.0,30348.0,14.0,0.0571752488613129,7862.0,15908.0,10.7379999160767,,
2009-06-30,80421.0,30348.0,14.0,0.00506411911919713,8075.0,15741.0,10.7449998855591,11.86,0.083333338300387
2009-07-31,80421.0,30262.0,14.0,0.0709876120090485,7766.0,15986.0,11.4399995803833,12.35,0.0703342352736959
2009-08-31,80411.0,30262.0,14.0,0.0334821678698063,7658.0,15975.0,11.8699998855591,12.78,0.0745856617037104
2009-09-30,80421.0,30305.0,14.0,0.0629768446087837,7436.0,15728.0,12.5,13.57,0.0685714312962123
2009-10-31,80520.0,30364.0,14.0,-0.031944464892149,9475.0,15740.0,11.9899997711182,,
2009-11-30,80601.0,30375.5,14.0,0.0274642519652844,7688.5,15740.5,12.3004002571106,13.2,0.0780487874659096
2009-12-31,80725.0,30387.0,14.0,0.0277603548020124,8379.5,15796.0,12.3299999237061,13.325,0.0651213833301536
2010-01-31,80601.0,30364.0,14.0,0.00986888725310564,7191.0,15891.0,12.4899997711182,,
2010-02-28,80421.0,30262.0,14.0,0.0174787193536758,7674.0,15908.0,12.5350003242493,,
2010-03-31,80520.0,30364.0,14.0,0.0331582501530647,9322.0,15986.0,12.8800001144409,13.62,0.0457209445108142
2010-04-30,80421.0,30262.0,14.0,0.0198877807706595,7925.0,15986.0,13.1199998855591,13.67,0.0427846403723613
2010-05-31,80401.0,30387.0,14.0,-0.033044409006834,9858.0,15986.0,12.7849998474121,,
2010-06-30,79926.0,30071.0,14.0,0.0125897219404578,7555.0,16034.0,12.9095001220703,13.26,0.0360158519359041
2010-07-31,79918.0,30071.0,14.0,0.0436113253235817,7270.0,16034.0,13.2299995422363,,
2010-08-31,79918.0,30071.0,14.0,0.013669952750206,8398.0,15962.0,13.5600004196167,14.12,0.0225563909774437
2010-09-30,79914.0,30071.0,14.0,0.02463005110621455,9405.0,15986.0,13.8500003814697,14.31,0.0219123809936037
2010-10-31,79912.0,30071.0,14.0,0.0100274216383696,9544.5,16159.0,13.8500003814697,,
2010-11-30,79914.0,30071.0,14.0,-0.0213987398892641,12066.0,16312.0,13.2399997711182,13.83,0.0357518321457471
2010-12-31,79912.0,30168.0,14.0,-0.0160010904073715,12451.0,16184.0,12.7200002670288,13.37,0.0529986106202193
2011-01-31,79912.0,30256.0,14.0,-0.00415425561368465,10335.0,16134.0,12.460000038147,13.05,0.0541727616183056
2011-02-28,79909.5,30256.0,14.0,0.0168680548667908,8183.0,16870.0,12.5900001525879,13.24,0.0625766159321986
2011-03-31,79907.0,30262.0,14.0,0.00885296147316694,8544.0,16906.0,12.6400003433228,13.14,0.0504647947719215
2011-04-30,79907.0,30262.0,14.0,0.01652149297297,7012.0,16906.0,12.8100004196167,,
2011-05-31,79891.0,30364.0,14.0,0.0258090626448393,7952.0,16906.0,13.1599998474121,13.73,0.038828361261768
2011-06-30,79891.0,30364.0,14.0,-2.4514813290466e-08,8162.0,16511.0,13.1999998092651,13.71,0.0406466301263892
2011-07-31,79891.0,30364.0,14.0,-0.0205105170607567,7528.0,16511.0,12.9099998474121,,
2011-08-31,79891.0,30375.5,14.0,0.00745174661278725,11623.5,16511.0,13.0600004196167,13.865,0.04895171001975885
2011-09-30,79891.0,30387.0,14.0,-0.0217460431158543,7982.0,16906.0,12.9300003051758,13.82,0.0586360447569361
2011-10-31,79891.0,30387.0,14.0,0.0321625843644142,7966.0,16906.0,13.1599998474121,14.0,0.0505390732757486
2011-11-30,79769.0,30452.0,14.0,0.00467719323933125,7861.0,16921.0,13.3699998855591,13.94,0.031804722441724
2011-12-31,79769.0,30452.0,14.0,0.0212560445070267,8749.5,16921.0,13.5400004386902,,
2012-01-31,79769.0,30452.0,14.0,0.0539706870913506,9771.0,17004.0,14.210000038147,14.85,0.0173188136738795
2012-02-29,79756.0,30452.0,14.0,0.0208006519824266,9487.0,17002.0,14.3900003433228,14.77,0.0152329954195194
2012-03-31,79671.0,30452.0,14.0,-0.00785716436803341,10965.0,17135.0,14.1000003814697,,
2012-04-30,79671.0,30452.0,14.0,0.01499609649181365,7453.0,17201.0,14.3199996948242,15.13,0.0239596757732454
2012-05-31,79665.0,30452.0,14.0,-0.00505684921517968,8929.0,17225.0,14.1700000762939,14.64,0.0239774222434492
2012-06-30,79665.0,30462.0,14.0,0.0222903527319431,8279.0,17317.0,14.424999713897702,,
2012-07-31,79671.0,30476.0,14.0,0.028450321406126,8545.0,17320.0,14.7799997329712,14.940000000000001,0.013836025968054201
2012-08-31,79665.0,30462.0,14.0,0.0087719215080142,9692.0,18061.0,14.6920003890991,14.995000000000001,0.020685221814462
2012-09-30,79643.0,30452.0,14.0,0.0271038915961981,8807.0,18341.0,15.09999990463255,,
2012-10-31,79643.0,30462.0,14.0,-0.00398141238838434,8626.0,18435.0,15.00999975204465,15.19,0.0216393392594134
2012-11-30,79646.0,30492.0,14.0,0.00490837730467319,11677.0,18967.5,15.22499990463255,15.485,0.0229884996572521
2012-12-31,79646.0,30859.0,14.0,-0.0109207825735211,11449.0,18730.0,14.6099996566772,15.31,0.03961330398859935
2013-01-31,79602.0,30492.0,14.0,0.0413244515657425,10971.0,19205.0,15.1700000762939,15.48,0.0225140641375286
2013-02-28,79561.0,30859.0,14.0,-0.001185553963296115,8743.0,19240.0,14.9899997711182,15.48,0.0320512372204381
2013-03-31,79511.0,30859.0,14.0,-0.00124061573296785,11002.0,19240.0,14.6899995803833,,
